T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99,T100,T101,T102,T103,T104,T105,T106,T107,T108,T109,T110,T111,datetime
141.964285714286,90.9155328798185,119.203514739229,96.8537414965986,130.796485260771,95.6774376417233,128.698979591837,130.272108843537,60.076530612245,104.960317460317,138.180272108844,103.543083900227,129.024943310658,113.818027210884,106.462585034014,162.996031746032,141.652494331066,150.651927437642,178.812358276644,110.260770975057,110.019841269841,99.107142857143,77.7880063124671,147.378117913832,109.268707482993,49.4871120462915,44.1893424036281,95.5073696145125,144.557823129252,167.65873015873,105.229591836735,145.63492063492,136.55753968254,180.257936507937,115.94387755102,80.0878684807257,103.961167800454,170.649092970522,117.729591836735,109.084467120181,113.577097505669,131.136621315193,149.475623582766,117.913832199547,94.3877551020408,91.1281179138322,141.964285714286,141.170634920635,156.349206349206,138.180272108844,79.3398211467649,141.333508679642,62.0725933719095,111.428195686481,47.0015781167807,67.2277748553393,115.478695423461,136.586007364545,84.5739084692268,110.126249342451,111.283534981589,131.956864807996,81.8516570226196,81.7596002104157,161.03366649132,141.136244082062,176.63072067333,199.618621778012,103.248290373488,108.695029826765,77.8471856917411,86.8621778011573,73.0142030510258,74.6712256706996,133.35086796423,72.6985796948974,100.762756443977,107.759074171489,87.3224618621779,143.687532877433,41.2283008942662,65.6365071015256,144.568648079958,67.9510783798002,81.9831667543398,81.8253550762756,166.12309310889,106.115202524987,81.6938453445555,131.325618095739,58.7190952130458,107.588111520253,106.706996317728,117.6223040505,134.00841662283,105.576012624934,72.7906365071017,127.827459231983,61.9805365597055,107.154129405576,118.735827664399,133.007369614513,34.2687074829932,126.530612244898,110.133219954648,98.9512471655329,93.3956916099772,99.3622448979592,152.933673469388,108.092403628118,87.3224618621779,1996-03-18
160.714285714286,126.658163265306,138.718820861678,136.975623582766,113.43537414966,114.83843537415,130.555555555556,157.355442176871,51.5447845804989,124.248866213152,100.921201814059,115.093537414966,131.306689342404,122.222222222222,115.873015873016,172.278911564626,184.637188208617,186.522108843537,192.106009070295,131.349206349206,121.357709750567,113.010204081633,86.4281956864809,187.046485260771,120.181405895692,45.9889531825356,55.5130385487528,113.917233560091,147.307256235828,191.850907029478,128.939909297052,164.880952380952,147.952097505669,200.821995464853,130.371315192744,89.8667800453514,95.748299319728,194.968820861678,123.852040816327,113.945578231293,113.194444444444,152.664399092971,174.53231292517,104.308390022676,118.551587301587,108.134920634921,160.714285714286,134.05612244898,129.265873015873,100.921201814059,92.0305102577591,171.107311941084,68.8453445554971,124.158337716991,55.9310889005787,82.127827459232,126.56496580747,160.007890583903,102.367175170963,139.900052603893,133.140452393477,147.803787480273,87.8353498158864,99.6712256706996,186.730668069437,158.127301420305,189.110994213572,214.021173961431,125.170962651236,115.79431877959,79.7080483955813,100.157811678064,83.3771699105734,85.9416096791163,160.9021567596,93.7269857969489,116.096791162546,127.367175170963,113.400841662283,164.821146764861,53.2088374539717,73.250920568122,166.201998947922,79.7343503419253,90.9784324039979,82.7064702788005,196.91175786464,62.4145186743819,85.7706470278801,158.534981588638,147.461862177801,121.909521304577,107.298790110468,129.445028932141,170.620725933719,137.79589689637,86.4939505523409,155.023671751709,83.1667543398211,116.149395055234,89.781746031746,152.423469387755,44.1326530612245,151.757369614512,128.59977324263,130.498866213152,107.638888888889,118.622448979592,173.242630385488,132.936507936508,113.400841662283,1996-03-25
165.300158288811,117.446145124716,115.986394557823,132.568027210884,121.720226316022,99.9858276643992,136.238662131519,141.269841269841,49.234693877551,131.575963718821,149.53231292517,116.292221780874,149.801587301587,144.926303854875,108.375850340136,167.956349206349,152.551020408163,201.048752834467,108.404195011338,126.388888888889,127.749433106576,129.407596371882,87.0462914255655,219.614512471655,125.921201814059,71.4086287680073,74.4331065759637,117.446145124717,159.027777777778,223.866213151927,91.0147392290249,166.142290249433,161.288265306122,203.231292517007,129.492630385488,87.8826530612245,53.7131519274376,179.761904761905,124.716553287982,122.803287981859,111.805555555556,149.674036281179,102.00650749516,120.294784580499,126.147959183673,108.616780045352,165.300158288811,164.880952380952,166.269841269841,149.53231292517,92.4118884797475,171.238821672804,87.3882167280379,127.643345607575,57.0752235665439,73.6059968437664,118.608627038401,149.381904260915,98.0142030510258,121.60704892162,139.110994213572,151.775381378222,96.8700683850605,70.476065228827,167.49079431878,164.29510783798,164.603842589113,204.708048395581,114.531825355076,127.774855339295,78.4521304576539,89.5186743819041,90.6365071015254,68.0562861651762,159.692267227775,88.1904260915308,106.142816586568,116.635981062599,110.50762756444,177.393477117307,47.5670699631773,74.1583377169911,216.767490794319,76.4071541294054,86.9016307206734,84.5344555497107,165.754865860074,45.7785376117833,41.885849552867,153.353498158864,152.827459231983,141.031036296686,90.1581218143929,115.79431877959,164.992109416097,153.695423461336,175.355076275644,151.144134665965,88.1246712256706,108.324566017885,89.5408163265306,152.685657596372,69.5719954648526,145.946712018141,92.389455782313,127.054988662131,105.62641723356,138.421201814059,199.914965986394,221.952947845805,110.50762756444,1996-04-01
153.642290249433,111.522108843537,105.952380952381,134.339569160998,124.050453514739,103.174603174603,129.6910430839,126.643990929705,54.4784580498866,117.417800453515,143.650793650794,93.0839002267573,129.818594104308,126.147959183673,99.4614512471656,167.247732426304,147.463151927438,170.819160997732,183.404195011338,116.213151927438,114.484126984127,110.062358276644,84.5476065228826,185.657596371882,107.298752834467,59.784324039979,54.9886621315192,102.395124716553,147.675736961451,153.004535147392,132.412131519275,147.392290249433,151.062925170068,187.65589569161,122.916666666667,78.4155328798186,75.5668934240363,170.3089569161,120.365646258503,110.657596371882,134.835600907029,129.195011337869,149.305555555555,110.034013605442,102.18253968254,107.071995464853,153.642290249433,177.366780045352,130.428004535147,143.650793650794,81.7727511835876,129.642293529721,65.1499210941609,115.360336664913,54.1162546028406,69.3582325092057,76.9354296163495,136.980536559705,86.2703840084166,124.960547080484,119.963177275118,146.122699474319,103.5244608101,74.7106785902158,130.654918463966,141.412414518674,181.154655444503,206.970015781168,113.624408206207,110.402419779064,76.6833245660178,73.9610731194109,70.6733298264072,93.1483429773803,146.330878485008,87.440820620726,109.297738032614,112.046291425565,92.0568122041031,157.351394003156,42.4513413992635,66.8069437138348,161.954234613361,80.8258811152025,88.5718043135192,88.7164650184114,161.33837543434,50.2498684902683,52.0647027880063,133.140452393477,120.791688584955,129.234613361389,105.063124671226,107.745923198317,172.961599158338,138.203577064703,110.915307732772,116.557075223567,93.6612309310888,107.903734876381,109.240362811791,150.829081632653,48.781179138322,144.982993197279,97.3497732426304,130.102040816327,97.0663265306122,110.388321995465,164.895124716553,184.84977324263,92.0568122041031,1996-04-08
147.689909297052,72.0521541950113,115.915532879819,128.316326530612,127.593537414966,104.039115646258,121.060090702948,157.482993197279,66.1564625850341,106.675170068027,137.003968253968,100.77947845805,129.166666666667,115.958049886621,108.971088435374,167.077664399093,153.174603174603,186.181972789116,195.167233560091,103.784013605442,123.823696145125,108.645124716553,79.5896896370332,172.378117913832,104.875283446712,55.8258811152025,48.2993197278911,99.0079365079366,147.094671201814,178.132086167801,127.50850340136,151.388888888889,133.90731292517,187.81179138322,123.001700680272,83.5884353741497,101.587301587302,182.057823129252,111.791383219955,113.506235827664,132.298752834467,139.668367346939,149.900793650794,116.284013605442,95.3656462585034,91.0856009070296,147.689909297052,152.409297052154,141.354875283447,137.003968253968,87.2304050499737,151.854287217254,59.7711730668069,122.71173066807,49.2503945291952,75.8501612112493,111.691215149921,144.410836401894,87.5065754865861,92.9905312993162,115.886375591794,131.404523934771,87.7301420305103,80.1814834297739,157.456601788533,143.21409784324,159.100473435034,215.53129931615,110.336664913204,112.572330352446,77.8669121514992,83.5875854813256,85.0736454497632,78.8006312467123,144.489742240926,83.3771699105734,114.479221462388,108.377169910573,97.6985796948974,130.168332456602,42.5697001578116,65.3208837453972,154.076801683325,75.3945291951605,93.8584955286692,79.8658600736454,170.951736823083,68.6086270384008,62.1909521304577,143.21409784324,102.051551814834,120.239347711731,106.088900578643,118.634928984745,153.879537085744,124.197790636507,76.6438716465018,131.075749605471,88.400841662283,106.904260915308,133.956916099773,122.01075919584,36.6780045351474,152.976190476191,117.786281179138,130.257936507936,92.2052154195011,110.856009070295,167.800453514739,116.992630385488,97.6985796948974,1996-04-15
100.325963718821,123.030045351474,133.460884353742,135.955215419501,135.147392290249,107.610544217687,135.289115646258,124.163832199547,62.4149659863946,112.230725623583,157.242063492063,114.880952380952,135.388321995465,112.996031746032,112.230725623583,160.119047619048,181.731859410431,190.433673469388,207.015306122449,117.361111111111,113.336167800453,111.578798185941,83.4955286691216,190.476190476191,105.017006802721,55.431351920042,48.639455782313,102.49433106576,156.349206349206,202.820294784581,128.500566893424,125.425170068027,143.509070294785,191.425736961451,129.705215419501,100.028344671202,123.866213151927,185.657596371882,115.263605442177,109.126984126984,128.954081632653,122.902494331066,143.253968253968,123.086734693878,118.466553287982,94.5436507936509,100.325963718821,144.260204081633,147.590702947846,157.242063492063,88.8874276696475,161.572856391373,67.4381904260915,118.056286165176,46.5018411362441,76.9413937765181,123.579694897422,147.422409258285,87.6775381378222,125.697001578117,119.358232509206,143.003682272488,94.8842714360863,91.8200946870068,181.654392425039,163.256180957391,206.299316149395,185.349815886376,131.522882693319,119.818516570226,85.2511835875856,56.167806417675,108.166754339821,89.2819568648081,145.765386638611,91.1493950552341,112.966859547607,127.28826933193,104.550236717517,151.801683324566,49.1846396633351,66.149395055234,177.617043661231,81.0494476591268,100.223566543924,83.5612835349816,168.808128196044,124.237243556023,86.4544976328249,148.724355602315,104.089952656497,124.039978958443,136.441346659653,135.757496054708,187.874802735402,110.915307732772,90.8863755917938,147.409258285113,88.308784850079,114.176749079432,142.304421768707,141.553287981859,38.3219954648526,144.175170068027,118.211451247165,124.929138321996,112.018140589569,121.683673469388,167.517006802721,118.934240362812,104.550236717517,1996-04-22
184.906462585034,121.71201814059,148.115079365079,157.043650793651,123.426870748299,123.951247165533,138.236961451247,142.431972789116,82.9648526077098,137.712585034014,158.829365079365,129.365079365079,131.079931972789,140.348639455782,125.085034013605,174.149659863946,174.872448979592,184.963151927438,201.374716553288,134.977324263038,101.397097064321,135.445011337868,96.7013422938875,188.647959183674,121.386054421769,50.0920568122041,68.1689342403628,120.493197278912,177.480158730159,199.333900226757,145.535714285714,167.431972789116,174.390589569161,222.902494331066,134.467120181406,81.7743764172337,117.672902494331,202.253401360544,120.663265306122,124.107142857143,144.175170068027,155.399659863946,186.366213151927,134.183673469388,125.963718820862,122.604875283447,184.906462585034,165.291950113379,186.267006802721,158.829365079365,94.4190371221256,168.347844135024,79.3815106263441,87.1668867441769,70.0706216205578,95.1232255132459,123.724355602315,130.946476433814,102.866912151499,127.577590741715,137.061678958801,154.499869384892,93.9374013677012,105.065361231289,166.072725776265,176.369937769953,122.225144660705,199.381904260915,121.370331404524,126.420305102578,100.37046380888,99.7908965444848,84.4314843243979,102.948054550595,165.086402788364,90.2288269331931,160.875854813256,125.302472382956,130.459890426449,147.961599158338,62.4956610734772,68.0431351920043,216.75657638121,75.1972645975802,104.22369894828,95.9254348767388,154.269116027965,123.29857420787,102.487770489574,162.600868858853,115.110468174645,147.135324408564,136.731980184674,136.927932667017,186.533403471857,154.749737875161,100.988559547964,149.210941609679,96.7122567069962,115.149921094161,163.293650793651,144.791666666667,61.1193192865433,174.461451247166,130.130385487528,160.898526077098,127.706916099773,136.026077097506,175.396825396825,157.879818594104,130.459890426449,1996-04-29
146.301020408163,117.219387755102,116.128117913832,117.290249433107,100.028344671202,108.149092970521,135.983560090703,141.057256235828,59.0561224489795,114.654195011338,130.569727891157,86.2103174603174,112.65589569161,115.121882086168,107.284580498866,163.265306122449,167.247732426304,171.414399092971,192.857142857143,116.539115646258,94.6428571428571,109.580498866213,103.577064702788,174.943310657596,111.337868480726,54.1557075223567,51.2755102040817,104.350907029478,162.060657596372,197.576530612245,118.367346938775,157.213718820862,147.774943310658,185.799319727891,131.193310657596,88.1377551020408,115.136054421769,180.952380952381,111.507936507937,111.181972789115,128.245464852608,143.367346938775,163.718820861678,108.347505668934,113.988095238095,102.678571428572,146.301020408163,135.728458049887,142.842970521542,130.569727891157,82.3776959495004,145.554971067859,65.2682798527091,115.202524986849,51.4860599684377,78.9321409784324,122.580220936349,132.930036822725,81.4176749079431,119.239873750657,119.594950026302,136.704366123093,83.8637559179379,84.4818516570225,131.351920042083,140.938979484482,182.693319305629,224.710678590216,124.184639663335,115.439242503945,86.6517622304052,79.8658600736455,78.4850078905839,78.8532351394003,137.125197264598,82.062072593372,119.765912677538,122.211993687533,101.880589163598,134.310889005786,45.0289321409784,73.7243556023146,190.478695423461,85.2446081009995,90.0973172014731,67.2409258285114,145.465150815718,124.121121357538,113.913729615991,172.330352446081,110.099947396107,122.567069963177,116.925302472383,133.850604944766,168.135192004208,144.64755391899,76.8674381904262,142.727511835876,82.2593371909521,114.400315623356,148.171768707483,133.43253968254,45.3231292517007,144.52947845805,105.342970521542,126.006235827664,97.3214285714286,109.070294784581,170.082199546485,136.09693877551,101.880589163598,1996-05-06
154.960317460317,115.901360544218,122.009637188209,126.927437641723,126.516439909297,108.602607709751,127.551020408163,132.723922902494,63.1660997732427,106.207482993197,81.5759637188209,108.290816326531,84.0844671201814,110.898526077097,108.27664399093,154.308390022676,164.427437641723,172.803287981859,178.684807256236,103.401360544218,114.937641723356,104.336734693878,86.8490268279853,178.854875283447,118.650793650794,53.2482903734877,48.0442176870748,99.9007936507937,122.34977324263,129.450113378685,126.034580498866,146.655328798186,114.087301587302,201.629818594104,120.280612244898,88.265306122449,103.047052154195,161.678004535147,97.8316326530612,101.544784580499,126.488095238095,146.584467120182,146.116780045352,109.353741496599,108.248299319728,97.094671201814,154.960317460317,136.366213151927,128.500566893424,81.5759637188209,74.6449237243556,146.817464492373,68.6743819042609,111.020515518148,54.9973698053656,69.6760924253973,122.895844292478,133.955812730142,88.6244082062071,101.69647553919,113.229879011047,139.16359810626,86.1125723303524,76.8674381904261,165.610205155182,155.615465544451,128.395187638443,219.108364018937,119.594950026302,99.7501315097317,73.0405049973698,93.2667017359284,88.7296159915835,79.6948974224094,140.241977906365,78.5507627564438,113.926880589164,117.411888479748,99.9473961073119,94.5554971067859,45.4103103629669,62.3750657548658,155.931088900579,84.4950026301947,90.6365071015254,92.924776433456,171.580746975276,138.256180957391,85.9021567596003,138.755917937927,92.0305102577591,116.925302472383,122.922146238822,120.278800631247,157.338243029984,133.508679642294,89.268805891636,133.692793266702,82.3776959495003,102.472382956339,130.796485260771,147.236394557823,48.6394557823129,145.408163265306,106.958616780045,123.837868480726,100.651927437642,112.684240362812,168.466553287982,142.587868480725,99.9473961073119,1996-05-13
120.890022675737,119.827097505669,135.289115646258,126.062925170068,132.02947845805,102.607709750567,124.404761904762,131.476757369615,57.7380952380952,110.728458049887,144.387755102041,115.277777777778,75.2267573696144,131.986961451247,109.05612244898,143.339002267574,170.053854875283,158.43253968254,181.56179138322,118.636621315193,115.433673469388,119.005102040816,88.2058136247661,184.240362811791,112.34410430839,65.9675179908891,54.7477324263039,106.859410430839,158.219954648526,170.238095238095,124.886621315193,149.589002267574,132.291666666667,192.517006802721,120.209750566893,95.3313374271328,81.8735827664399,180.62641723356,63.5345804988662,102.990362811791,126.510475749128,148.710317460317,148.823696145125,112.96768707483,100.892857142857,108.574263038549,120.890022675737,140.858843537415,142.431972789116,144.387755102041,88.7450035248187,111.53564003192,70.0443196742137,110.838638453803,59.589296002462,94.2158083643769,121.280511152383,141.085876749437,86.8775653343925,131.24894881677,128.105866228659,131.590874119243,91.2568394006734,92.2622775219153,148.345213940389,149.476197633183,183.274198685261,220.688717359643,116.243688427502,121.859153971952,91.920039101034,106.722383850963,78.9606794848397,90.0469498688482,148.358364913561,87.9822470808418,123.437270752594,120.74132125233,123.29857420787,156.788138716823,49.4893486063547,72.9112318257129,129.723435928817,90.809706312825,97.7928730671647,86.4830361392321,165.967517990889,103.013809416455,80.7755137825777,132.524593214456,72.2010792744242,121.201605313351,124.673462230763,123.47672367211,164.941742083472,135.496713151331,96.9512107841559,137.916492214982,92.532483798359,113.021700000358,122.590702947846,146.924603174603,59.6513605442178,123.922902494331,108.58843537415,133.74433106576,108.950951939604,131.278344671202,178.968253968254,178.500566893424,123.29857420787,1996-05-20
